STORE CODE,ZONE,STATE,CITY,FORMAT  Type,FORMATE,STORE NAME,SAP Name of Store,NOC Store name
TG0C,West,Maharashtra,Pune,Trends,Fitch,"Trends Tribeca Highstreet - The ARK, Pune",RRL Trends Pune Tribeca Highst,Pune Tribeca Highstreet
T0BX,West,Maharashtra,Sangli,Trends,Fitch,Trends R City Mall Sangli,RRL Trends Sangli R City mall,R City Mall Sangli
T2WW,WEST,Maharashtra,Thane,Trends,Trends 3.0,Trends R Mall thane,RRL Trends R mall Thane,Mumbai R Mall Thane
8081,West,Maharashtra,Mumbai,Trends,Fitch,Koram Mall,RRL Trends Korum Mall Mumbai S,Mumbai Korum Thane
T5FQ,West,Maharashtra,Nagpur,Trends,Fitch,Kukreja infinity,RRL Trends Kukreja Wathoda Nag,Nagpur Kukreja infinity
TI1S,West,Maharashtra,Kolhapur,Trends,Fitch,Doshi Complex,RRL Trends Rajarampuri Doshi C,Kolhapur Doshi Complex
1902,West,Gujarat,Surat,Trends,Fitch,"Reliance Mall, Udhana",RRL Trends Udhana Surat,Surat RIL Udhana
8032,West,Gujarat,Ahmedabad,Trends,Fitch,Alpha One,RRL Trends Alpha One Ahmedabad,Ahmedabd Alpha One
8033,West,Gujarat,Jamnagar,Trends,Fitch,Crystal Mall,RRL Trends Crystal Mall Jamnag,Jamnagar Crystal Mall
8034,West,Gujarat,Vadodara,Trends,Regular,Cine Mall Baroda,RRL Trends Cine Mall VADODARA,Vadodara Cine Mall
8322,West,Gujarat,Rajkot,Trends,Regular,RIL Mall Rajkot,RRL Trends Ring Road Rajkot,Rajkot RIL Mall
8323,West,Gujarat,Bhavnagar,Trends,Regular,"Himalaya Mall, Bhavnagar",RRL Trends Himalaya Mall Bhavn,Bhavnagar Himlya Mal
T9RF,West,Gujarat,Modasa,Trends,Fitch,"Trends Shatnam 11, Nr. Kotak Bank Modasa",RRL Trends Modasa Shantam-11,Modasa Shatnam 11 NR Kotak Bank
T24U,West,Gujarat,Ahmedabad,Trends,Fitch,Trends Palladium,RRL Trends Ahmedabad Palladium,Ahmedabad Palladium
TDX7,West,Gujarat,Ahmedabad,Trends,Fitch,"Sarovar Landmark , Maninagar",RRL Trends Ahmedabad Maninagar,Ahmedbd Gordawadi Rd
TFC1,West,Gujarat,Ahmedabad,Trends,Fitch,"Pebble Bay 2, New CG Road",Trends Ahmedabad New CG Road,Ahmedabad Pebble Bay 2 New CG Road
THA2,West,Gujarat,Vadodara,Trends,Fitch,Vikram Sarabhai Road,RRL Trends Vadodara,Vadodra Sarbhai Cmps
TIY1,West,Gujarat,Mehsana,Trends,Fitch,"Radhe Trogon, Mehsana",Trends Mehsana,Mehsana Radhe Trogon
TJU7,West,Gujarat,Surendra Nagar,Trends,Fitch,"Vision 9, Bus Stand Road, Surendranagar",RRL Trends Surendranagar,Surendra Nagar Vision 9 Bus Stand Rd
TLG8,West,Gujarat,Nadiad,Trends,Fitch,"Nexus 4, Nadiad",RRL Trends Nadiad,Nadiad Nexus 4
TO45,West,Gujarat,Anand,Trends,Fitch,"Maruti Solaris, Sojitra Road",RRL Trends Anand,Anand Maruti Solaris
TPW5,West,Gujarat,Rajkot,Trends,Fitch,"Runway Heights, Rajkot",RRL Trends Rajkot Runway,Rajkot Runway Heights
TSK7,West,Gujarat,Veraval,Trends,Fitch,Junagadh Road,RRL Trends Veraval,Veraval Junagadh Road
TSR2,West,Gujarat,Gandhidham,Trends,Fitch,Trends Gandhidham,RRL Trends Gandhidham,Gandhidham Trends
TX1U,West,Gujarat,Bharuch,Trends,Fitch,Trends Alpha Arcade Bharuch,RRL Trends Bharuch Alpha Arcad,Bharuch Alpha Arcade
5749,West,Madhya Pradesh,Indore,Trends,Regular,Sapna Sangeeta Complex,RRL Trends Sapna Sangeeta Indo,Indore Sapna Sangeta
8023,West,Chhattisgarh,Bhilai,Trends,Regular,Treasure island Mall,RRL Trends DurgBhilainagar Sto,Surya Bhilainagar
8024,West,Chhattisgarh,Raipur,Trends,Regular,City Centre Mega Mall Raipur,RRL Trends City Centre Mega Ma,Raipur City Centre
8072,West,Madhya Pradesh,Bhopal,Trends,Fitch,Dainik Bhaskar,RRL Trends DB city Store,Bhopal DB City
8073,West,Madhya Pradesh,Bhopal,Trends,Regular,Aashima Mall,RRL Trends Aashima Mall Bhopal,Bhopal Aashima Mall
8074,West,Madhya Pradesh,Indore,Trends,Fitch,C 21 Indore,RRL Trends Century 21 Mall Ind,Indore C21 Mall
8075,West,Madhya Pradesh,Jabalpur,Trends,Regular,Samdareeya Jabalpur,RRL Trends Samdareeya Mall Jab,Jabalpur Samdareeya
8308,West,Madhya Pradesh,Gwalior,Trends,Regular,Deendayal Mall,RRL Trends Deen Dayal City Mal,Gwalior Deen Dayal
9406,West,Madhya Pradesh,Indore,Trends,Fitch,Treasure Island,RRL Trends Indore,Indore TreasurIsland
T1I1,West,Madhya Pradesh,Indore,Trends,Fitch,Trends Nipania,RRL Trends Indore Citadel Indo,Indore Nipania
T926,West,Madhya Pradesh,Indore,Trends,Fitch,TI 2 Mall,RRL Trends Treasure Island Ind,Indore Tl 2 Mall
T927,West,Madhya Pradesh,Gwalior,Trends,Fitch,D B City Mall,RRL Trends DB City Mall Gwalio,Gwalior DB City Mall
TA98,West,Madhya Pradesh,Ratlam,Trends,Fitch,Gayathri Mall,RRL Trends Ratlam,Ratlam Subhash Marg
TAQO,West,Madhya Pradesh,Bhopal,Trends,Fitch,"Trends Surbhi Smart City, Awadhpuri",RRL Trends Surbhi Smart City B,Bhopal Surbhi Smart City Awadhpuri
TAUZ,West,Madhya Pradesh,Datia,Trends,Fitch,Trends Opp Collectorate Office,RRL Trends Sattva Heights Dati,Datia Opp Collectorate Office
TCN5,West,Madhya Pradesh,Indore,Trends,Fitch,"Adj to D Mart, Rajendra Nagar",RRL Trends Indore Rajendranaga,Indore Adj to D Mart Rajendra Nagar
TCX8,West,Madhya Pradesh,Bhopal,Trends,Fitch,"Sapna Tower, Indrapuri",RRL Trends Bhopal Indrapuri,Bhopal Sapna Tower
TDU9,West,Madhya Pradesh,Balaghat,Trends,Fitch,"Main Road, Nr Hanuman Chowk",RRL Trends Balaghat,Balaghat Main Rd Nr Hanuman Chowk
TDV3,West,Madhya Pradesh,Sagar,Trends,Fitch,"Prince Jain property, Makronia",RRL Trends Sagar,Sagar Prince Jain property Makronia
TFD5,West,Madhya Pradesh,Khargone,Trends,Fitch,"Main Road Saraswati Nagar, Sanawad Road",RRL Trends Khargone,Khargone Main Rd Saraswati Nagar Sanawad Rd
TFI1,West,Madhya Pradesh,Betul,Trends,Fitch,Civil Lines,RRL Trends Betul MP,Betul Civil Lines
TFI5,West,Madhya Pradesh,Rewa,Trends,Fitch,"Panwar Mall, Allahabad Road",RRL Trends Rewa,Rewa Panwar Mall Allahabad Road
TFI6,West,Madhya Pradesh,Sidhi,Trends,Fitch,"Opp District Hospital, Jagsheel Complex",RRL Trends Sidhi MP,Sidhi Opp District Hospital Jagsheel Complex
TFV1,West,Madhya Pradesh,Shahdol,Trends,Fitch,"K-Square, Bhudhar Road",RRL Trends Shahdol,Shahdol K Square Bhudhar Road
TIY2,West,Madhya Pradesh,Gwalior,Trends,Fitch,Asad Qureshi property at Achran Tower,Gwalior Opp Reliance Smart,Gwalior Opp Reliance Smart
TJC0,West,Madhya Pradesh,Khandwa,Trends,Fitch,"Landmark One, Mansingka Tiraha",TRENDS KHANDWA,Khandwa Landmark One
TLU6,West,Madhya Pradesh,Jabalpur,Trends,Fitch,"Ahinsa Chowk, Vijay Nagar",RRL Trends Jabalpur,Jabalpur Ahinsa Chwk
TN04,West,Madhya Pradesh,Harda,Trends,Fitch,"GP Mall, Harda",RRL Trends HARDA,Harda GP Mall
TN05,West,Madhya Pradesh,Ujjain,Trends,Fitch,Shubham Laxmi Solitare,RRL Trends Ujjain Freeganj,Ujjain Shubham Laxmi Solitare
TOW4,West,Chhattisgarh,Ambikapur,Trends,Fitch,"Shivdhari Arcade, Nr Old Bus Stand, Brahm Rd",RRL Trends Ambikapur,Ambikapur Shivdhari Arcade Nr Old Bus Stand Brahm Rd
TPH7,West,Madhya Pradesh,Satna,Trends,Fitch,"KK Tower, Near Bus Stand, Rewa Road, Satna",RRL Trends Satna,Satna Shree KK Tower
TX1R,West,Madhya Pradesh,Chhatarpur,Trends,Fitch,Trends Chhatarpur,RRL Trends Chhatarpur MP,Chhatarpur Trends
TX1X,West,Chhattisgarh,Raipur,Trends,Fitch,Trends Pandri Raipur,RRL Trends Raipur Vishal Mega,Raipur Pandri
TX48,West,Madhya Pradesh,Jabalpur,Trends,Fitch,Chopra Chamber,RRL Trends Jabalpur Franchisee,Jablpur Chopra Chmbr
TNP2,West,Gujarat,Amreli,Trends,Fitch,"Mohan Nagar, Lathi Road",Amreli Mohan Nagar,Amreli Mohan Nagar
8321,West,Maharashtra,Mumbai,Trends,Fitch,Gulmohar Plaza Virar,RRL Trends Gulmohur Plaza Vira,Mumbai GulmohurVirar
8369,West,Gujarat,Ahmedabad,Trends,Fitch,ISKCON,Ahmedabd TIMS ISKON,Ahmedabd TIMS ISKON
TQ49,West,Chhattisgarh,Durg,Trends,Fitch,"Indira Market, Durg",RRL Trends Durg,Durg Station Road
TH39,West,Madhya Pradesh,Burhanpur,Trends,Fitch,Tulsi Commercial Complex,RRL Trends Burhanpur,Burhanpur Station Rd
TMJ0,West,Maharashtra,Palghar,Trends,Fitch,"Kanchan Aura, Mahim Road",RRL Trends Palghar,Mumbai Near Digi1 Palghar West Kanchan Aura
TA06,West,Maharashtra,Mumbai,Trends,Fitch,RCP Ghansoli,RRL Trends EXPRESS RCP Ghansol,Mumbai Rel Corp Park
1924,South,Telangana,Hyderabad,Trends,Regular,"Forum  Mall- Flagship, Hyderabad",RRL Trends Forum Mall Kukatpal,Hyderabad ForumKukat
5743,South,Telangana,Karimnagar,Trends,Regular,"RIL MALL, Kaman Circle",RRL Trends Karimnagar Telangan,Karimnagr RIL Mall
5784,South,Telangana,Nalgonda,Trends,Regular,Hyderabad Road,RRL Trends Nalgonda Telangana,Nalgonda Meerbagh
5798,South,Telangana,Miryalaguda,Trends,Regular,"Opp: Bus stand, Miryalaguda",RRL Trends Miryalguda Telangan,Miryalguda Sagar Rd
5801,South,Telangana,Hyderabad,Trends,Regular,Kompalli,RRL Trends Qutubullapur Hydera,Hyderabad Kompalli
8005,South,Telangana,Hyderabad,Trends,Regular,Kukkatpalli,RRL Trends MCK KPHB Colony Hyd,Hyderabad KBHBColony
8006,South,Telangana,Hyderabad,Trends,Regular,Mehenadipatanam,RRL Trends NMDC Hyderabad Stor,Hyderabad Mehdiptnam
8008,South,Telangana,Hyderabad,Trends,Regular,Malakpet,RRL Trends Sri Srinivas Tower,Hyderabad SrinvasTwr
8016,South,Telangana,Warangal,Trends,Regular,Hanmakonda Warangal,RRL Trends Hanmakonda Warangal,Warangal Hanmakonda
8299,South,Telangana,Warangal,Trends,Regular,Jakotia Complex,RRL Trends Jakotia Complex War,Warangal Jakotia Com
8330,South,Telangana,Khammam,Trends,Regular,"Vyra Raod, Khammam",RRL Trends Khammam AP,Khammam Kama Complex
8334,South,Telangana,Hyderabad,Trends,Regular,"Vanasthalipuram, Hyderabad",RRL Trends Vanasthalipuram Hyd,Hyderabad Vnstalpurm
9090,South,Telangana,Hyderabad,Trends,Fitch,L&T Hitech City Mall,RRL Trends L T Hitec City Hyde,Hyderabad L&T Hitec
9563,South,Telangana,Hyderabad,Trends,Fitch,"Namishree Mall, Attapur,Hyderabad",RRL Trends Upparpally Village,Hyderabad Upparpally
R216,South,Telangana,Kamareddy,Trends,Fitch,"Vidyanagar, Highway, Kamareddy",RRL Trends Kamareddy,Kamareddy Millenium
T9HJ,South,Telangana,Hyderabad,Trends,Fitch,Trends Shivam Road,RRL Trends Hyderabad D D Colon,Hyderabad Shivam Road
T9QO,South,Telangana,Hyderabad,Trends,Fitch,Trends VSG Arcade Hyderabad,RRL Trends Hyderabad VSG ARCAD,Hyderabad Dammaiguda Secunderabad
TK57,South,Telangana,Hyderabad,Trends,Fitch,L&T - Erramanzil Mall,RRL Trends L&T Errumanzil Mall,Hyderbd Erumanzil
TJP7,South,Telangana,Hyderabad,Trends,Fitch,Pragathi Nagar,RRL Trends Hyderabad-Pragathi,Hyderbd Pragati Ngr
TR93,South,Telangana,Hyderabad,Trends,Fitch,"GSM Mall, Madinaguda",RRL Trends GSM Mall Hyderabad,Hyderabad GSM mall
TG17,South,Telangana,Hyderabad,Trends,Fitch,Narapally Multiplex,RRL Trends Narapally Multiplex,Hyderabad Narapally
TPO2,South,Telangana,Nizamabad,Trends,Fitch,Venu mall,RRL Trends Nizamabad,Nizamabad Venu mall
TEA2,South,Telangana,Nirmal,Trends,Fitch,Gandhi Nagar Colony,RRL Trends Nirmal,Nirmal Gandhi Nagar
T55Y,South,Telangana,Hyderabad,Trends,Fitch,Trends Bachupally Hyderabad,RRL Trends Hyderabad,Hyderabad Bachupally
T88N,South,Telangana,Kammaguda,Trends,Fitch,Trends Turkyamjal Kammaguda,RRL Trends Hyderabad,Kammaguda Turkyamjal Malla Reddy Property
TKA8,South,Telangana,Hyderabad,Trends,Fitch,Tirumalgiri,RRL Trends Hyderabad Tirumalgi,Hyderabad Tirumalgiri
TS18,South,Telangana,Sangareddy,Trends,Fitch,Potireddypally,Trends Sangareddy,Sangreddy Potireddy
TFQ2,South,Telangana,Hyderabad,Trends,Fitch,Narsingi,RRL Trends Hyderabad Narsingi,Hyderabad Narsingi
TFQ3,South,Telangana,Hyderabad,Trends,Fitch,Gowlidoddy,RRL Trends Hyd Gowlidoddy,Hyderabad Gowlidoddy
TIQ9,South,Telangana,Hyderabad,Trends,Fitch,"MPM Grand, Ameerpet",RRL Trends Ameerpet,Hyderabad MPM Grand Ameerpet
TN03,South,Telangana,Mancherial,Trends,Fitch,"Mancherial, Mancherial",RRL Trends Mancherial,Mancherial StationRd
TO27,South,Telangana,Khammam,Trends,Fitch,"Kaman Bazar, Khammam",Trends Khammam,Khammam Kaman Bazar
TWQJ,South,Telangana,Warangal,Trends,Fitch,Hunter Road,RRL Trends Hunter Road,Warangal Hunter Road
TX58,South,Telangana,Hyderabad,Trends,Fitch,Praga Mall,RRL Trends Praga Mall,Hyderabad Praga Mall
TXXN,South,Telangana,Siddipet,Trends,Fitch,Bharat Nagar,RRL Trends Siddipet,Siddipet Bharat nagar
TY5B,South,Telangana,Rampally,Trends,Fitch,Rampally,RRL Trends Rampally,Hyderabad Rampally
TZ56,South,Telangana,Hyderabad,Trends,Fitch,Trends Sanathnagar Sky Mall Hyderabad,RRL Trends Hyderabad SkyMall,Hyderabad Sky Mall Sanathnagar
T563,South,Telangana,Siddipet,Trends,Fitch,"Near Bus Stand, Siddipet",RRL Trends Siddipet,Siddipet PrashantNgr
T564,South,Telangana,Hyderabad,Trends,Fitch,"L&T Mall, Punjagutta",RRL Trends L&T Mall Panjagutt,Hyderabad L&T Panjgt
T588,South,Telangana,Mahbubnagar,Trends,Fitch,Mahabubnagar Main Road,RRL Trends Mehbubnagar Telanga,Mehbubnagar Telanga
TAQK,South,Telangana,Hyderabad,Trends,Fitch,Trends Ashoka Mall Moosapet,RRL TRENDS ASHOKA MALL,Hyderabad Ashoka Mall Moosapet
TATB,South,Telangana,Mahbubnagar,Trends,Fitch,"Trends Mahbubnagar, Telangana",RRL Trends Mahbubnagar Christi,Mahbubnagar
TAUE,South,Telangana,Hyderabad,Trends,Fitch,Trends SS Arcade Ammenpur,RRL Trends SS Arcade Ammenpur,Hyderabad Beeramguda
TFE9,South,Telangana,Hyderabad,Trends,Fitch,BN Reddy Nagar,RRL Trends Hyd B N Readdy Nagr,Hyderabad BN Reddy Nagar
TKU3,South,Telangana,Warangal,Trends,Fitch,"Nayeem Nagar,Hanmakonda",RRLTrends Hanumankonda Nayeem,Warangal Nayeem Nagar Hanmakonda
TSL5,South,Telangana,Hyderabad,Trends,Fitch,"Manikonda, Mayur property,Gandipet Mandal",RRL Trends Hyderabad Manikonda,Hyderabad Manikonda
TV41,South,Telangana,Siricilla,Trends,Fitch,"Siricilla Town & Mandal, Opp. Old Bus Stand",RRL Trends Siricilla,Siricilla Opp Old Bus Stand
TW87,South,Telangana,Adilabad,Trends,Fitch,Ambedkar Chowk,RRL Trends Adilabad,Adilabd Ambedkr chwk
TDG5,South,Telangana,Hyderabad,Trends,Fitch,"Medchal, Opp. Bus Stand",RRL Trends HYD Medchal,Hyderabad Opp Bus Stand Beside IOC Petrol Pump Medchal
TDH1,South,Telangana,Wanaparthy,Trends,Fitch,KDR Nagar,RRL Trends Wanaparthy,Wanaparthy KDR Nagar
TG88,South,Telangana,Suryapet,Trends,Fitch,"Main Road, Suryapet",RRL Trends Suryapet,Suryapet Kuda Road
TS25,South,Telangana,Hyderabad,Trends,Fitch,L&T Moosarambagh Mall,RRL Trends L&T Moosarambagh Ma,Hyderabad L&T Mall
TSM3,South,Telangana,Hyderabad,Trends,Fitch,"Triveni Nagar,Balapur ‘x’ Roads - Meerpet",RRL Trends Hyderabad Balapur,Hyderabad Balapur
TSS6,South,Telangana,Hyderabad,Trends,Fitch,Trends Mehadipatnam,RRL Trends Mehdipatnam,Hyderabad Mehadipatnam
TTL4,South,Telangana,Warangal,Trends,Fitch,"Hanamkonda, Warangal",RRL Trends Warangal Hanumakond,Warangal Hanamkonda
TV28,South,Telangana,Karimnagar,Trends,Fitch,Circus Grounds,RRL Trends Karimnagar,Karimnagar Mukrampur
TWPO,South,Telangana,Hyderabad,Trends,Fitch,Trends Gajularamaram,RRL Trends Gajularamaram,Hyderabad Gajularamaram
TWQD,South,Telangana,Hyderabad,Trends,Fitch,"Nacharam, near Digital & SMART",RRL Trends Nacharam,Hyderabad Nacharam near Digital & SMART
TX3Q,South,Telangana,Asifabad,Trends,Fitch,Trends Asifabad,RRL Trends Asifabad K B Chowk,Asifabad K B Chowk
1892,South,Telangana,Hyderabad,Trends,Regular,Gachibowli,RRL Trends Gachibowli Hyderaba,Hyderabad Gachibowli
TDD0,South,Telangana,Hyderabad,Trends,Fitch,"Fortune Signature Building, Nizampet",RRL Trends HYD Nizampet,Hyderabad Nizampet
T541,South,Telangana,Hyderabad,Trends,Fitch,"Habsiguda, Hyderabad",RRL Trends Habsiguda Hyderabad,Hyderabad Habsiguda
TG91,South,Telangana,Hyderabad,Trends,Fitch,A S Rao Nagar,RRL Trends Kapra AS Rao Nagar,Hyderabad AS Rao Ngr
TSK5,South,Telangana,Hyderabad,Trends,Fitch,Sun City (Bandlaguad),RRL Trends Hyderabad Suncity,Hyderabad Suncity
T31H,South,Telangana,Hyderabad,Trends,Fitch,Trends Masjid Banda,RRL Trends Hyderabad Kondapur,Hyderabad Masjid Banda
T676,South,Telangana,Hyderabad,Trends,Fitch,Trends Asian Vaishnavi Mall - BHEL Hyderabad,RRL Trends Sangareddy,Hyderabad Asian Vaishnavi Mall BHEL
TH72,South,Telangana,Hyderabad,Trends,Fitch,Trends Miyapur Hyderabad,RRL Trends Miyapur Hyderabad,Hyderabad Opp Sony Electronics Miyapur
TQE6,South,Telangana,Jagityal,Trends,Fitch,Jagityal,RRL Trends Jagtiyal,Jagityal Krishna Property
TSQ9,South,Telangana,Ramagundam,Trends,Fitch,Trends Ramagundam,RRL Trends Ramagundam,Trends Ramagundam
TSR0,South,Telangana,Khammam,Trends,Fitch,"Trends BK Bazar, Khammam",RRL Trends Khammam,Khammam BK Bazar
TSR7,South,Telangana,Nagole,Trends,Fitch,"Trends Bandlaguda, Nagole",RRL Trends Bandalaguda Hyderab,Nagole Bandlaguda Nagole
TQ13,South,Telangana,Hyderabad,Trends,Fitch,"RK Puram, Kothapet",Trends Kothapet Hyderabad,Hyderabad RK Puram
TLA2,South,Telangana,Hyderabad,Trends,Fitch,Trends Tolichowki,RRL Trends Hyderabad Tolichowk,Hyderabad Tolichowki Salarpuria Sattya
TG90,South,Telangana,Hyderabad,Trends,Fitch,"Patny Center, Hyderabad",RRL Trends Sarojini Devi Rd Se,Hyderabad Patny Cntr
5862,South,Telangana,Hyderabad,Trends,Regular,"Tolichowki, Hyderabad",RRL Trends Tolichowki Hyderaba,Hyderabad Tolichowki Dukes Avenue
8332,South,Telangana,Hyderabad,Trends,Regular,Hemadurga Mall Uppal,RRL Trends Uppal Hyderabad,Hyderabad Uppal
5827,South,Telangana,Hyderabad,Trends,Regular,"Champapet , Hyderabad",RRL Trends Champapet Hyderabad,Hyderabad Champapet
5791,South,Telangana,Hyderabad,Trends,Regular,Kukatpally (Beside South India Shopping Mall),RRL Trends Kukatpally Telangan,Hyderabad Kukatpally
TU41,South,Pondicherry,Karaikal,Trends,Fitch,"Bharathiyar Road, Karaikal",RRL Trends Karaikal,Karaikal Bharathiyar
TW17,South,Tamil Nadu,Chennai,Trends,Fitch,"Thoraipakkam, OMR",RRL Trends Chennai OMR,Chennai OMR
TV43,South,Tamil Nadu,Trichy,Trends,Fitch,"Chennai Trunk Road, Srirangam",Trichy NearABTMaruti,Trichy NearABTMaruti
TS24,South,Tamil Nadu,Chennai,Trends,Fitch,"Pondy Bazaar,T Nagar, Chennai",RRL Trends Pondy Bzr Chennai,Chennai Thyagraja Rd
TMK3,South,Tamil Nadu,Dindigul,Trends,Fitch,Palani road,RRL Trends Dindigul,Dindigul Pensionr St
TG6N,South,Tamil Nadu,Chennai,Trends,Fitch,"Trends Aerohub, Chennai Airport",RRL Trends Chennai Aerohub,Chennai Aerohub Chennai Airport
TEA6,South,Tamil Nadu,Chennai,Trends,Fitch,"Pammal Main Road, Krishna Nagar",RRL Trends Chennai Krishna Ngr,Chennai Pammal main road Krishna Nagar
T847,South,Tamil Nadu,Coimbatore,Trends,Fitch,Thudiyalur,RRL Trends THUDIYALUR Coombato,Coimbator Thudiyalur
T822,South,Tamil Nadu,Chennai,Trends,Fitch,"VR Mall, Chennai",RRL Trends Koyambedu Chennai,Chennai VR Mall
TE94,South,Tamil Nadu,Chennai,Trends,Fitch,Kovilambakkam,RRLTrends Kovilambakkam Chenna,Kovilambaka RadialRd
TX42,South,Tamil Nadu,Coimbatore,Trends,Fitch,"Vadavalli, Marudhamalai Main Road",RRL Trends Coimbatore Vadavall,Coimbatore Vadavalli
8110,South,Tamil Nadu,Chennai,Trends,Regular,Perambur Store,RRL Trends Perambur Chennai St,Chennai Perambur
1972,South,Tamil Nadu,Madurai,Trends,Regular,By Pass Road Madurai,RRL Trends Bypass Road Madurai,Madurai Bye Pass Rd
1982,South,Tamil Nadu,Erode,Trends,Regular,RIL Mall Erode,RRL Trends Old Rana Hall Erod,Erode RIL Rana Hall
5687,South,Tamil Nadu,Vellore,Trends,Fitch,Katpadi Main Road,RRL Trends Gandhi Nagar Vellor,Vellore Gandhi Nagar
5748,South,Tamil Nadu,Chennai,Trends,Regular,Santhi Colony Annanagar,RRL Trends Anna Nagar Chennai,Chennai Shanti Colny
5793,South,Tamil Nadu,Kanchipuram,Trends,Regular,"Nalli's Property, Kancheepuram",RRL Trends Kanchipuram,KanchipuramVellal
5797,South,Tamil Nadu,Thiruvallur,Trends,Regular,"Next to GRT Jewellers ,  Thiruvallur",RRL Trends Thiruvallur TN,Thiruvallur JN Road
5965,South,Tamil Nadu,Pollachi,Trends,Regular,New Scheme road,RRL Trends Pollachi,Pollachi Scheme Road
8105,South,Tamil Nadu,Chennai,Trends,Regular,RK salai,RRL Trends Mylapore Chennai,Chennai RK Salai
8106,South,Tamil Nadu,Chennai,Trends,Regular,Valasaravakkam,RRL Trends Arcot Road Chennai,Chennai Arcot Road
8107,South,Tamil Nadu,Chennai,Trends,Fitch,Chrompet,RRL Trends Chrompet Chennai St,Chennai Chrompet
8108,South,Tamil Nadu,Chennai,Trends,Regular,CTH Rd,RRL Trends Ambattur Chennai St,Chennai Ambattur
8111,South,Tamil Nadu,Chennai,Trends,Regular,"TH Road, Chennai",RRL Trends Thiruvottiyur High,Chennai TH Road
8112,South,Tamil Nadu,Chennai,Trends,Regular,T Nagar Chennai,RRL Trends T Nagar North Usman,Chennai T Nagar
8116,South,Tamil Nadu,Karur,Trends,Regular,RTL Karur Store,RRL Trends Kovai Road Karur S,Karur PLA Complex
8117,South,Tamil Nadu,Madurai,Trends,Regular,Vishaal  de MAL,RRL Trends Vishaal De Mall Mad,Madurai Vishaal Mall
8118,South,Tamil Nadu,Trichy,Trends,Regular,Sal center,RRL Trends Thillainagar Tiruch,Trichy Thillainagar
8292,South,Tamil Nadu,Chennai,Trends,Regular,Pallikaranai,RRL Trends KP Natwest Velacher,Chennai Pallikaranai
8318,South,Tamil Nadu,Salem,Trends,Regular,"RIL Mall, Salem",RRL Trends Meyyanur Salem,Salem RIL Mall
9428,South,Tamil Nadu,Chennai,Trends,Fitch,Velachery Main Road,RRL Trends Velachery Chennai,Chennai Velachery
9518,South,Tamil Nadu,Thanjavur,Trends,Fitch,Pudukottai Main Road,RRL Trends Thanjavur,Thanjavur R R Nagar
9531,South,Tamil Nadu,Coimbatore,Trends,Fitch,Prozone Mall,RRL Trends Prozone Mall Coimba,Coimbatore Prozone Mall
9586,South,Tamil Nadu,Vellore,Trends,Fitch,Officers Line,RRL Trends Vellore,Vellore SR Arcade
9653,South,Tamil Nadu,Chennai,Trends,Fitch,Mogappair West,RRL Trends Mogappair Chennai,Chennai Mogappair
T41X,South,Tamil Nadu,Salem,Trends,Fitch,"Trends Bharathi Complex, Salem",RRL Trends Salem Bharathi Comp,Salem Bharathi Complex
TI54,South,Tamil Nadu,Chennai,Trends,Fitch,"Jawahar Nagar, Perambur",RRL Trends Chennai,Chenai Periyar Nagar
T503,South,Tamil Nadu,Nagercoil,Trends,Fitch,"RIL Mall, Nagercoil",RRL Trends Nagarcoil,Nagercoil RIL PO Rd
T522,South,Tamil Nadu,Chennai,Trends,Fitch,Tambaram West,RRL Trends Tambaram,Chennai West Tambarm
T533,South,Tamil Nadu,Chennai,Trends,Fitch,"Medavakkam,",RRL Trends Gowrivakkam Chenna,Chennai Gowriwakkam
T631,South,Tamil Nadu,Dindigul,Trends,Fitch,"Palani Road, Dindigul",RRL Trends Dindigul,Dindigul Venus Cmplx
T782,South,Tamil Nadu,Tirupur,Trends,Fitch,Avinashi Road,RRL Trends Tirupur,Tirupur Avinashi Rd
T956,South,Tamil Nadu,Trichy,Trends,Fitch,"VOC Road, Cantonment",RRL Trends Trichy Cantonment,Trichy VOC Road
T990,South,Tamil Nadu,Chengalpattu,Trends,Fitch,GST Road,RRL Trends Chengalpattu,Chengalpattu GST Rd
TA12,South,Tamil Nadu,Chennai,Trends,Fitch,"RIL Mall, Iyyapanthangal",RRL Trends Iyyapanthangal,Chennai RIL Iypthngl
TC83,South,Tamil Nadu,Gummidipoondi,Trends,Fitch,"GNT Road, Gummidipoondi",RRL Trends Gummidipoondi,Gumidpndi GNT Road
TC84,South,Tamil Nadu,Perambaloor,Trends,Fitch,Ariyalur Road,RRL Trends Perambalur,Chennai Perambalur
TCG9,South,Tamil Nadu,Madurai,Trends,Fitch,Trends Kamaraj Salai,RRL Trends Madurai,Madurai Kamaraj Salai
TDX6,South,Tamil Nadu,Chennai,Trends,Fitch,"Palavakkam, ECR Road",RRL Trends Chennai ECR,Chennai Palavakkam
TGV5,South,Tamil Nadu,Theni,Trends,Fitch,Periyakulam Road,RRL Trends Theni,Theni Periyakulam road
TOB2,South,Tamil Nadu,Coimbatore,Trends,Fitch,Kuniyamuthur,RRL Trends Coimbatore,Coimbatore Kuniymtur
TS29,South,Tamil Nadu,Namakkal,Trends,Fitch,Salem Main road,RRL Trends NAMAKKAL,Namakkal Salem Rd
